fecha	rank	iteracion_bayesiana	qsemillas	semilla	corte	ganancia	metrica
20241012.140510	1	45	1	610523	2000	6.589	6.589
20241012.140516	1	45	1	610523	2100	6.669	6.669
20241012.140522	1	45	1	610523	2200	6.299	6.299
20241012.140528	1	45	1	268937	1600	6.519	6.519
20241012.140534	1	45	1	268937	1700	7.029	7.029
20241012.140540	1	45	1	268937	1800	7.179	7.179
20241012.140546	1	45	1	268937	1900	6.899	6.899
20241012.140553	1	45	1	268937	2000	7.039	7.039
20241012.140559	1	45	1	268937	2100	6.739	6.739
20241012.140605	1	45	1	268937	2200	6.449	6.449
20241012.140611	1	45	1	959207	1600	6.549	6.549
20241012.140618	1	45	1	959207	1700	6.659	6.659
20241012.140624	1	45	1	959207	1800	6.789	6.789
20241012.140630	1	45	1	959207	1900	6.899	6.899
20241012.140636	1	45	1	959207	2000	7.069	7.069
20241012.140642	1	45	1	959207	2100	6.799	6.799
20241012.140648	1	45	1	959207	2200	6.499	6.499
20241012.140655	1	45	1	774233	1600	6.059	6.059
20241012.140701	1	45	1	774233	1700	6.239	6.239
20241012.140707	1	45	1	774233	1800	6.319	6.319
20241012.140713	1	45	1	774233	1900	6.409	6.409
20241012.140719	1	45	1	774233	2000	6.509	6.509
20241012.140725	1	45	1	774233	2100	6.249	6.249
20241012.140732	1	45	1	774233	2200	6.479	6.479
20241012.140738	1	45	1	328243	1600	6.169	6.169
20241012.140744	1	45	1	328243	1700	6.149	6.149
20241012.140750	1	45	1	328243	1800	6.679	6.679
20241012.140756	1	45	1	328243	1900	6.369	6.369
20241012.140802	1	45	1	328243	2000	6.069	6.069
20241012.140809	1	45	1	328243	2100	5.829	5.829
20241012.140815	1	45	1	328243	2200	6.289	6.289
20241012.140821	1	45	1	494587	1600	5.469	5.469
20241012.140827	1	45	1	494587	1700	5.639	5.639
20241012.140905	1	45	1	494587	1800	6.049	6.049
20241012.140911	1	45	1	494587	1900	6.129	6.129
20241012.140917	1	45	1	494587	2000	5.899	5.899
20241012.140924	1	45	1	494587	2100	5.559	5.559
20241012.140930	1	45	1	494587	2200	5.209	5.209
20241012.140936	1	45	1	772073	1600	7.329	7.329
20241012.140942	1	45	1	772073	1700	7.039	7.039
20241012.140949	1	45	1	772073	1800	6.719	6.719
20241012.140955	1	45	1	772073	1900	6.469	6.469
20241012.141001	1	45	1	772073	2000	6.219	6.219
20241012.141007	1	45	1	772073	2100	5.869	5.869
20241012.141013	1	45	1	772073	2200	6.369	6.369
20241012.141020	1	45	1	481021	1600	5.759	5.759
20241012.141026	1	45	1	481021	1700	5.479	5.479
20241012.141032	1	45	1	481021	1800	5.639	5.639
20241012.141038	1	45	1	481021	1900	6.099	6.099
20241012.141045	1	45	1	481021	2000	6.559	6.559
20241012.141051	1	45	1	481021	2100	7.049	7.049
20241012.141057	1	45	1	481021	2200	6.709	6.709
20241012.141103	1	45	1	697087	1600	6.559	6.559
20241012.141110	1	45	1	697087	1700	6.339	6.339
20241012.141116	1	45	1	697087	1800	6.489	6.489
20241012.141122	1	45	1	697087	1900	6.129	6.129
20241012.141128	1	45	1	697087	2000	6.689	6.689
20241012.141134	1	45	1	697087	2100	7.239	7.239
20241012.141141	1	45	1	697087	2200	6.909	6.909
20241012.141147	1	45	1	422881	1600	6.969	6.969
20241012.141153	1	45	1	422881	1700	6.739	6.739
20241012.141159	1	45	1	422881	1800	7.179	7.179
20241012.141205	1	45	1	422881	1900	6.869	6.869
20241012.141212	1	45	1	422881	2000	6.529	6.529
20241012.141218	1	45	1	422881	2100	6.189	6.189
20241012.141224	1	45	1	422881	2200	6.369	6.369
20241012.141230	1	45	1	340477	1600	6.139	6.139
20241012.141237	1	45	1	340477	1700	5.799	5.799
20241012.141243	1	45	1	340477	1800	5.919	5.919
20241012.141249	1	45	1	340477	1900	5.629	5.629
20241012.141255	1	45	1	340477	2000	6.199	6.199
20241012.141301	1	45	1	340477	2100	6.359	6.359
20241012.141308	1	45	1	340477	2200	7.239	7.239
20241012.141314	1	45	1	397183	1600	7.189	7.189
20241012.141320	1	45	1	397183	1700	6.999	6.999
20241012.141326	1	45	1	397183	1800	6.719	6.719
20241012.141333	1	45	1	397183	1900	6.439	6.439
20241012.141339	1	45	1	397183	2000	6.579	6.579
20241012.141345	1	45	1	397183	2100	6.269	6.269
20241012.141351	1	45	1	397183	2200	6.349	6.349
20241012.141358	1	45	1	541339	1600	6.179	6.179
20241012.141404	1	45	1	541339	1700	5.909	5.909
20241012.141410	1	45	1	541339	1800	6.009	6.009
20241012.141416	1	45	1	541339	1900	5.709	5.709
20241012.141422	1	45	1	541339	2000	5.439	5.439
20241012.141429	1	45	1	541339	2100	5.479	5.479
20241012.141435	1	45	1	541339	2200	5.159	5.159
20241012.141442	1	45	1	374009	1600	7.719	7.719
20241012.141448	1	45	1	374009	1700	7.479	7.479
20241012.141454	1	45	1	374009	1800	7.169	7.169
20241012.141500	1	45	1	374009	1900	6.889	6.889
20241012.141506	1	45	1	374009	2000	6.569	6.569
20241012.141513	1	45	1	374009	2100	6.229	6.229
20241012.141519	1	45	1	374009	2200	6.739	6.739
20241012.141525	1	45	1	115319	1600	5.769	5.769
20241012.141531	1	45	1	115319	1700	5.879	5.879
20241012.141538	1	45	1	115319	1800	6.779	6.779
20241012.141544	1	45	1	115319	1900	6.539	6.539
20241012.141550	1	45	1	115319	2000	6.239	6.239
20241012.141557	1	45	1	115319	2100	5.929	5.929
20241012.141603	1	45	1	115319	2200	6.069	6.069
20241012.141610	1	45	1	925447	1600	6.899	6.899
20241012.141616	1	45	1	925447	1700	7.109	7.109
20241012.141622	1	45	1	925447	1800	6.799	6.799
20241012.141628	1	45	1	925447	1900	6.469	6.469
20241012.141635	1	45	1	925447	2000	6.499	6.499
20241012.141642	1	45	1	925447	2100	6.989	6.989
20241012.141648	1	45	1	925447	2200	7.079	7.079
20241012.141654	1	45	1	683201	1600	7.829	7.829
20241012.141701	1	45	1	683201	1700	7.479	7.479
20241012.141707	1	45	1	683201	1800	7.139	7.139
20241012.141714	1	45	1	683201	1900	7.169	7.169
20241012.141720	1	45	1	683201	2000	6.849	6.849
20241012.141727	1	45	1	683201	2100	6.549	6.549
20241012.141733	1	45	1	683201	2200	7.079	7.079
20241012.141740	1	45	1	912511	1600	5.509	5.509
20241012.141747	1	45	1	912511	1700	6.029	6.029
20241012.141753	1	45	1	912511	1800	6.089	6.089
20241012.141759	1	45	1	912511	1900	6.959	6.959
20241012.141805	1	45	1	912511	2000	7.139	7.139
20241012.141811	1	45	1	912511	2100	6.799	6.799
20241012.141818	1	45	1	912511	2200	6.479	6.479
20241012.141825	1	45	1	123001	1600	6.709	6.709
20241012.141831	1	45	1	123001	1700	6.869	6.869
20241012.141837	1	45	1	123001	1800	6.529	6.529
20241012.141843	1	45	1	123001	1900	6.939	6.939
20241012.141850	1	45	1	123001	2000	6.639	6.639
20241012.141856	1	45	1	123001	2100	6.359	6.359
20241012.141902	1	45	1	123001	2200	6.399	6.399
20241012.141908	1	45	1	237467	1600	6.619	6.619
20241012.141915	1	45	1	237467	1700	6.749	6.749
20241012.141921	1	45	1	237467	1800	7.229	7.229
20241012.141927	1	45	1	237467	1900	6.969	6.969
20241012.141934	1	45	1	237467	2000	6.739	6.739
20241012.141940	1	45	1	237467	2100	6.809	6.809
20241012.141947	1	45	1	237467	2200	6.919	6.919
20241012.141953	1	45	1	155251	1600	5.729	5.729
20241012.141959	1	45	1	155251	1700	5.849	5.849
20241012.142005	1	45	1	155251	1800	6.349	6.349
20241012.142012	1	45	1	155251	1900	6.409	6.409
20241012.142018	1	45	1	155251	2000	6.509	6.509
20241012.142025	1	45	1	155251	2100	6.309	6.309
20241012.142031	1	45	1	155251	2200	6.429	6.429
20241012.142033	1	45	30	-1	1600	6.41	6.41
20241012.142034	1	45	30	-1	1700	6.42466666666667	6.42466666666667
20241012.142035	1	45	30	-1	1800	6.55533333333334	6.55533333333334
20241012.142037	1	45	30	-1	1900	6.536	6.536
20241012.142038	1	45	30	-1	2000	6.54733333333333	6.54733333333333
20241012.142039	1	45	30	-1	2100	6.46533333333334	6.46533333333334
20241012.142040	1	45	30	-1	2200	6.47233333333333	6.47233333333333
