Feature	Gain	Cover	Frequency
rf_012_010	0.150471612383642	0.00476422897738654	0.00387596899224806
rf_007_002	0.106265770718729	0.00476422897738654	0.00387596899224806
rf_008_005	0.0926715050116085	0.00952845795477308	0.00775193798449612
mcaja_ahorro_rank	0.0856774052062866	0.00952845795477308	0.00775193798449612
ctrx_quarter	0.085223791406587	0.0177753966263964	0.0155038759689922
mtarjeta_visa_consumo_rank	0.0557879386015538	0.0221541375429596	0.0271317829457364
ctrx_quarter_normalizado	0.0496307135567944	0.0165189356431938	0.0155038759689922
mcuentas_saldo_rank	0.0412781777337879	0.0302460772334628	0.0310077519379845
mpayroll_rank	0.0305023099186487	0.020156959517292	0.0193798449612403
rf_016_007	0.0200692132498519	0.00476422897738654	0.00387596899224806
cpayroll_trx	0.0189338838572442	0.0131892549379429	0.0116279069767442
ccomisiones_mantenimiento_tend6	0.0188431722638805	0.0190569159095462	0.0155038759689922
mpayroll_sobre_edad_rank	0.0187000365265236	0.00825899502348467	0.00775193798449612
cproductos	0.0164896027238824	0.0444193038426036	0.0503875968992248
vm_mpagominimo_rank	0.0162166734500734	0.00931727479798519	0.0155038759689922
rf_018_006	0.013279969807364	0.00476422897738654	0.00387596899224806
mpasivos_margen_rank_lag1	0.010003485281538	0.00378073010430084	0.00387596899224806
vm_mpagominimo_rank_lag1	0.00939346660693474	0.0234332928355484	0.0193798449612403
rf_014_012	0.00925040592696745	0.00419655604399103	0.00387596899224806
mprestamos_personales_rank	0.00835533189824451	0.00476422897738654	0.00387596899224806
mrentabilidad_annual_rank_delta1	0.00721990592293316	0.0271821090672749	0.0271317829457364
kmes_tend6	0.00682204747574783	0.0108235307838063	0.0116279069767442
mcuentas_saldo_rank_tend6	0.00667746517933944	0.0222593351229267	0.0232558139534884
cprestamos_personales	0.00550772788749341	0.00476422897738654	0.00387596899224806
mcuentas_saldo_rank_delta1	0.00517191976269775	0.0307310104972213	0.0271317829457364
rf_012_011	0.00507520528246137	0.0285853738643192	0.0232558139534884
kmes_lag1	0.00504300947992855	0.0142926869321596	0.0116279069767442
mcaja_ahorro_rank_lag1	0.00490771850097374	0.00784632107120923	0.00775193798449612
mactivos_margen_rank_tend6	0.00485102252802515	0.014498196511601	0.0155038759689922
vm_status01_tend6	0.00465456623579295	0.0476422897738654	0.0387596899224806
mactivos_margen_rank_lag1	0.00440145879371272	0.0264171217217164	0.0232558139534884
rf_013_006	0.00432266394144147	0.0367844023272384	0.0348837209302326
mrentabilidad_annual_rank_lag1	0.00426167502325559	0.0255332256509366	0.0271317829457364
rf_013_005	0.0042122346150175	0.00393115870366953	0.00387596899224806
ctrx_quarter_tend6	0.0037796442129155	0.0108115532316303	0.0116279069767442
vm_mconsumototal_rank_tend6	0.00360459568915032	0.0172922757554014	0.0155038759689922
ctarjeta_visa_transacciones_tend6	0.00351267533777017	0.0130988716988251	0.0116279069767442
mprestamos_personales_rank_lag1	0.00340402918676985	0.00476422897738654	0.00387596899224806
kmes	0.00299623332184889	0.00850957802295687	0.00775193798449612
vmr_msaldototal	0.00273300785731952	0.0165190932425645	0.0232558139534884
mrentabilidad_annual_rank	0.00260791856492054	0.0240481667804797	0.0232558139534884
mcomisiones_mantenimiento_rank_tend6	0.00234646797587186	0.00476422897738654	0.00387596899224806
vm_fechaalta	0.00234256821273711	0.0285853738643192	0.0232558139534884
cprestamos_personales_lag1	0.00213204844262727	0.00476422897738654	0.00387596899224806
vmr_msaldototal_lag1	0.00207035863090145	0.00269455524117983	0.00387596899224806
Master_fechaalta_lag1	0.00194964869177009	0.0125529474785913	0.0193798449612403
foto_mes	0.00192462308554067	0.016755413498985	0.0155038759689922
vmr_mpagominimo	0.00188021174396909	0.0117041960674859	0.0155038759689922
mactivos_margen_rank	0.00181781846520972	0.00838263172982803	0.00775193798449612
thomebanking	0.00179845277244028	0.0130879973422442	0.0155038759689922
Master_Fvencimiento	0.00167856539685449	0.0075877793035148	0.00775193798449612
Master_mpagominimo_rank_lag1	0.00165713042775307	0.0178000609279167	0.0155038759689922
mttarjeta_visa_debitos_automaticos_rank_tend6	0.00165143743382231	0.0142926869321596	0.0116279069767442
Visa_mconsumototal_rank_tend6	0.00159244324586887	0.00718708290341538	0.0116279069767442
Visa_msaldototal_rank	0.00151288851422079	0.00364582504294977	0.00387596899224806
mtransferencias_recibidas_rank	0.00148822740671815	0.0188614138901466	0.0193798449612403
Visa_msaldototal_rank_tend6	0.00147182053283203	0.00477407893805762	0.00775193798449612
vmr_mpagominimo_lag1	0.00142417449727121	0.0080417442909234	0.00775193798449612
mcuenta_corriente_rank_tend6	0.00139044025685234	0.00270322320657038	0.00387596899224806
mcuenta_corriente_rank	0.00129692578809204	0.008966222199668	0.0116279069767442
ctarjeta_visa_transacciones_delta1	0.00100887060962135	0.0142926869321596	0.0116279069767442
ctarjeta_master	0.000983463887736236	0.00741055881112078	0.00775193798449612
mpasivos_margen_rank	0.000948425312134406	0.00574560025896729	0.00775193798449612
Visa_msaldototal_rank_delta1	0.000848618481078288	0.00489196326736907	0.00775193798449612
ccomisiones_otras	0.000671842444340562	0.00336624375926192	0.00387596899224806
rf_011_001	0.000651282446022059	0.00446770576134444	0.00387596899224806
Visa_fechaalta	0.000586247092608914	0.00476422897738654	0.00387596899224806
Visa_mpagominimo_rank_lag1	0.000557068396033123	0.00622076236174004	0.00775193798449612
vm_Fvencimiento_lag1	0.000548876829542354	0.00295640659565975	0.00387596899224806
ctarjeta_visa_transacciones	0.000541154985285128	0.00261859234448449	0.00387596899224806
internet_lag1	0.000537927790217653	0.00952845795477308	0.00775193798449612
Visa_mlimitecompra_rank_lag1	0.000508994257254558	0.00952845795477308	0.00775193798449612
vm_status01	0.00047658108824858	0.00952845795477308	0.00775193798449612
cliente_edad	0.000436364234480115	0.00255957138014339	0.00387596899224806
