Feature	Gain	Cover	Frequency
rf_005_010	0.225600587853452	0.0273109047222602	0.0199600798403194
rf_012_010	0.222101521602933	0.017221348110259	0.0119760479041916
cpayroll_trx	0.0880097613509329	0.0884267992774402	0.06187624750499
rf_018_006	0.0717115156266797	0.0200915727953021	0.0139720558882236
mtarjeta_visa_consumo_rank	0.0452236899045833	0.0398316071553951	0.0459081836327345
mcuentas_saldo_rank	0.0379703299899089	0.0498929172624741	0.063872255489022
rf_008_005	0.0350628967617554	0.0200915727953021	0.0139720558882236
mcaja_ahorro_rank	0.0274164943326844	0.00751442482544016	0.0179640718562874
rf_016_007	0.0263271320429565	0.0389659348574831	0.0339321357285429
ctrx_quarter	0.024669333472872	0.0166586967214543	0.0139720558882236
mpayroll_rank	0.0229836268782903	0.0394183536674146	0.0279441117764471
ctrx_quarter_normalizado	0.0199546015388951	0.0283757742212712	0.0239520958083832
mprestamos_personales_rank	0.0198946793894279	0.10588266458823	0.0838323353293413
vm_mpagominimo_rank_lag1	0.0152815592565941	0.0302852379540169	0.0279441117764471
mpasivos_margen_rank	0.013737080361669	0.00337581338659311	0.00798403193612774
vm_mpagominimo_rank	0.0122108073459112	0.0100417037095447	0.0139720558882236
rf_006_004	0.0119653660159157	0.00506666341317568	0.00399201596806387
mcuentas_saldo_rank_tend6	0.00553946197199776	0.0205552427340851	0.0379241516966068
ccomisiones_mantenimiento_tend6	0.00531430362992589	0.0451650220158956	0.0379241516966068
cprestamos_personales	0.00527437251149888	0.00842832981074889	0.0119760479041916
rf_015_013	0.00408377765526396	0.00139404809586987	0.00199600798403194
mpasivos_margen_rank_lag1	0.00393438103011605	0.011909675937581	0.0139720558882236
mrentabilidad_annual_rank_delta1	0.00387144779010417	0.0463665191471189	0.0459081836327345
mactivos_margen_rank_lag1	0.00380695795012089	0.00570721818782483	0.00798403193612774
mcomisiones_mantenimiento_rank_tend6	0.00380051059384821	0.0325618113045171	0.029940119760479
cproductos_tend6	0.00374352705651413	0.0596802125352482	0.0439121756487026
mprestamos_personales_rank_lag1	0.00354598207658304	0.00421309676023033	0.00598802395209581
rf_009_007	0.0034185335247611	0.00139404809586987	0.00199600798403194
kmes_tend6	0.00282553490074474	0.00855375378722729	0.0219560878243513
cproductos	0.00273155235590553	0.0342753534812725	0.0279441117764471
vmr_msaldototal_lag1	0.00272680756996988	0.00224381689941391	0.00598802395209581
vm_status05	0.00220432150004454	0.0100478277417043	0.00998003992015968
foto_mes	0.00179643992231196	0.00968109790888988	0.0179640718562874
mactivos_margen_rank_tend6	0.0017145713793348	0.0118284969066279	0.0219560878243513
ctarjeta_visa_transacciones_tend6	0.00168538767584237	0.00703489886540673	0.00998003992015968
mrentabilidad_annual_rank_lag1	0.00157928440180069	0.00697024047934936	0.00998003992015968
mcuenta_corriente_rank_tend6	0.001545503905786	0.00389450466857759	0.00998003992015968
mcuenta_corriente_rank	0.00152915699348773	0.00702022967209416	0.00998003992015968
mcaja_ahorro_rank_tend6	0.00149499045473617	0.000844499287499716	0.00199600798403194
mpayroll_sobre_edad_rank	0.00110937802537125	0.00806050809623162	0.00598802395209581
vmr_mpagominimo	0.000882518033630784	0.0191181839937453	0.0179640718562874
ctrx_quarter_lag1	0.000852813429665423	0.000626550204981801	0.00199600798403194
mtransferencias_recibidas_rank_lag1	0.000788207702561524	0.000673785956910645	0.00199600798403194
kmes_lag1	0.000731327619286133	0.00630552188788435	0.00998003992015968
rf_007_002	0.00062156167584101	0.00421086552370705	0.00399201596806387
kmes	0.000612975231251118	0.000673785956910645	0.00199600798403194
vm_status04	0.000589762950943198	0.00229888571573297	0.00199600798403194
mcaja_ahorro_rank_lag1	0.000530938690512143	0.00733782482827905	0.00598802395209581
vm_status03	0.000513192992119203	0.00229888571573297	0.00199600798403194
mcuentas_saldo_rank_delta1	0.000499202841615417	0.00686276134129217	0.0119760479041916
vm_msaldototal_rank_tend6	0.000496505957441421	0.00673928376263194	0.00598802395209581
vmr_msaldototal_tend6	0.000485774145414051	0.0019065203994597	0.00399201596806387
vm_status02	0.000475321893550267	0.00229888571573297	0.00199600798403194
ccomisiones_otras	0.000359695289794557	0.00519711954011082	0.00598802395209581
ctrx_quarter_tend6	0.000316264387593276	0.00596817791481262	0.00598802395209581
vmr_mconsumototal_tend6	0.000294932645254257	0.000990763962567827	0.00199600798403194
vm_mconsumototal_rank_tend6	0.000225631371824059	0.00336261585992354	0.00399201596806387
vm_status01	0.000188454174595988	0.00261263554939903	0.00199600798403194
mcomisiones_mantenimiento_rank_delta1	0.000174192342104592	0.00215518458901074	0.00199600798403194
vm_msaldototal_rank	0.000157566862995531	0.00220545862046064	0.00199600798403194
ctrx_quarter_normalizado_lag1	0.000151982298227829	0.00451787417468579	0.00399201596806387
mrentabilidad_annual_rank	0.000147073027607298	0.00112587245501958	0.00399201596806387
ccomisiones_otras_lag1	0.000108824858780742	0.00179557572382381	0.00199600798403194
ctrx_quarter_normalizado_tend6	7.05548119647251e-05	0.00210543276185353	0.00199600798403194
rf_011_015	6.58985878719741e-05	0.000987488317459193	0.00199600798403194
vmr_msaldototal	6.02718419529428e-05	0.00287022468504316	0.00199600798403194
mactivos_margen_rank	5.62429322600831e-05	0.00209641286952541	0.00199600798403194
Visa_fechaalta_delta1	5.12894735925496e-05	0.00153380895383823	0.00199600798403194
vm_msaldototal_rank_lag1	4.92793878831806e-05	0.00199648195715333	0.00199600798403194
mcomisiones_rank_lag1	4.4573940333154e-05	0.000844689179969782	0.00199600798403194
