fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_sum_hessian_in_leaf	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	feature_fraction	extra_trees	seed	learning_rate	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	estimulos	qsemillas	ganancia	metrica	iteracion_bayesiana
20241010.150028	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	38	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0248654585532503	1166	8044	892.280138968347	1.99051825842532	19.9631733618279	2341	1	10341688.2793017	10341688.2793017	86
20241010.150047	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	25	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.14924021743891	2833	16598	457.276924574751	25.5193326564258	19.2736638214999	2240	1	10830224.4389027	10830224.4389027	87
20241010.150358	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	4186	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0251610452180785	3163	16597	2.2693548110431	908.931975287465	0.0310219347250225	2430	1	11701122.1945137	11701122.1945137	88
20241010.150424	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	195	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149016695035036	1353	18105	1.55190561962811	630.687103043962	4.41710456357751	2442	1	11520284.2892768	11520284.2892768	89
20241010.150444	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	24	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.137749566829569	1500	26702	378.72658500303	977.210204979999	15.0169427969946	2513	1	9848730.67331671	9848730.67331671	90
20241010.150513	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	219	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149029361138123	7589	7835	2.05060914129638	977.739838278135	1.07935478210964	2563	1	11958381.5461347	11958381.5461347	91
20241010.150540	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	194	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.148386444296477	2118	12338	2.01949401496186	330.34089455166	0.00845608871760036	2383	1	12043518.7032419	12043518.7032419	92
20241010.150558	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	17	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149965991322177	66	2433	803.462606922492	314.952695912874	15.2159552858158	2902	1	10643027.4314214	10643027.4314214	93
20241010.150621	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	43	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.110084926226175	2645	7917	1.46609826762522	3.91890132368934	0.0239462585010837	2483	1	11629204.4887781	11629204.4887781	94
20241010.150713	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	604	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0252939363466652	7985	3729	2.92821572802936	949.759176883421	0.845542902831861	2413	1	11758107.2319202	11758107.2319202	95
20241010.150812	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	842	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0441755632528531	8083	8668	1.98496964581353	947.971165812235	0.263503463736286	2430	1	12064114.713217	12064114.713217	96
20241010.150838	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	156	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149734298950372	963	6927	1.48012190523312	422.747042653218	1.45527402045596	2629	1	11825019.9501247	11825019.9501247	97
20241010.150902	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	137	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149466501633192	2123	11388	1.71817016827797	784.864325027484	3.82726574829157	2362	1	12132553.6159601	12132553.6159601	98
20241010.150930	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	241	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149183728460098	2934	9401	1.03133502450791	856.29083873372	2.35740554619231	2389	1	11766067.3316708	11766067.3316708	99
20241010.151004	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	378	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.143330363260624	16	11982	24.8937596800012	722.298652980764	0.0330949351024029	2696	1	11944219.4513716	11944219.4513716	100
20241010.151151	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	1880	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0202110098487778	7055	7760	1.62218487940251	941.277193648897	0.00136151152552436	2413	1	12093867.8304239	12093867.8304239	101
20241010.151221	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	140	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0201897086018436	8193	2827	505.738237137173	2.20514001327482	9.80485755190629	2626	1	10728583.5411471	10728583.5411471	102
20241010.151351	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	1737	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.114631271603415	3271	20579	1.60367798659938	629.939985696095	0.00450410985003172	2858	1	11305002.4937656	11305002.4937656	103
20241010.151452	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	884	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0442474823626275	952	8042	1.01811776422418	997.918945437767	0.153496004145468	2183	1	12146760.5985037	12146760.5985037	104
20241010.151604	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	1168	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0465197477716034	1583	11344	1.00705691866537	842.704109777527	0.167767837889008	2539	1	12036067.3316708	12036067.3316708	105
20241010.151648	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	480	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0776612018059211	2006	7940	1.0353272988361	998.848959736486	0.34835262995411	2328	1	11954453.8653367	11954453.8653367	106
20241010.151711	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	94	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149819055932256	457	3981	2.69556376698516	694.051936474516	4.70045905660854	2579	1	11372326.6832918	11372326.6832918	107
20241010.151740	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	91	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.02036547949465	3742	276	999.400286454077	999.011155203884	18.5674602310834	3357	1	10606107.2319202	10606107.2319202	108
20241010.151801	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	60	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149625254479875	8075	8207	1.08822412555059	703.755395795298	15.301357207035	2192	1	11450334.1645885	11450334.1645885	109
20241010.151830	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	184	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0543358492538601	4525	1955	1.05308341989235	999.900672532426	19.8875157469319	2724	1	11218623.4413965	11218623.4413965	110
20241010.151912	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	512	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.136548399763664	2449	11979	3.47932059523746	876.075031911995	0.052977496736164	2500	1	12092618.4538653	12092618.4538653	111
20241010.152033	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	1441	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0599594701767964	7992	12066	2.57639537095878	996.951356448108	0.0636860464269692	2459	1	11926840.3990025	11926840.3990025	112
20241010.152055	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	25	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.14314639933111	5381	11	15.3346992901295	234.991630536552	19.9565664930621	3533	1	10818755.6109726	10818755.6109726	113
20241010.152126	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	265	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149699532874574	2230	11575	2.17188263884606	684.022079818112	0.618058209480725	2319	1	12071229.4264339	12071229.4264339	114
20241010.152205	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	406	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0331043755282174	4367	11920	1.83245768477614	7.02706028813363	6.31029849307955	2525	1	11989788.0299252	11989788.0299252	115
20241010.152230	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	91	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0503721985813694	3097	7869	4.56006551827304	185.693798175222	19.8780356385433	2321	1	11415553.6159601	11415553.6159601	116
20241010.152252	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	78	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.145830107510368	4294	11765	1.18892873115055	817.55637559378	19.9364320212245	2275	1	11471259.3516209	11471259.3516209	117
20241010.152326	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	272	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0330879148928773	3142	17992	2.30535902851439	1.56510771203455	19.8323091190934	2825	1	11366296.7581047	11366296.7581047	118
20241010.152410	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	476	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0200006472252754	761	17432	417.286658323104	17.5723087952872	0.0565298912315088	3102	1	10702578.553616	10702578.553616	119
20241010.152446	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	346	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0463103449231141	8167	11471	1.07565264340892	43.9575150306572	4.81283478089516	2200	1	12086184.5386534	12086184.5386534	120
20241010.152524	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	194	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0207295220105146	8194	4228	1.00713584138884	152.067599726892	0.0171823617365508	2393	1	11572122.1945137	11572122.1945137	121
20241010.152556	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	134	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.0207790029401519	7686	1580	1.04231521493241	276.981111712702	7.27700195153413	2527	1	11396955.1122195	11396955.1122195	122
20241010.152636	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	477	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.149337101423404	2387	14578	1.54398156695722	763.445667550302	1.08219271333245	2742	1	11705371.5710723	11705371.5710723	123
20241010.152701	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0.001	31	142	1	1	1	FALSE	1	0.1	50	0.5	0.5	FALSE	662287	0.147434313758839	980	11860	3.98094332317054	307.406849100256	3.73806634008584	2119	1	11982052.3690773	11982052.3690773	124
