Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.150910655559799	0.0255783893467784	0.0181323662737987
ctrx_quarter	0.0565740847850573	0.0111246046935272	0.00876397703233605
mcaja_ahorro_rank	0.0555000110319141	0.0134895434870675	0.0139014808099124
mprestamos_personales_rank	0.0344949701611855	0.0303164090588779	0.0480507706255666
rf_005_010	0.0304981324591096	0.0080915222310787	0.004835297673013
cpayroll_trx	0.0292805911943013	0.0265565863228762	0.0247809005741916
ctrx_quarter_normalizado_lag1	0.0247872215831375	0.00875899851269033	0.00664853430039287
rf_001_003	0.0241811748657191	0.0032070184227814	0.00181323662737987
mcuentas_saldo_rank	0.0233086462130725	0.018339387648426	0.0250831066787549
mtarjeta_visa_consumo_rank	0.0224053366177096	0.0108517619358325	0.0099728014505893
ccomisiones_mantenimiento_tend6	0.0174688683482118	0.019380467338696	0.0123904502870958
mcaja_ahorro_rank_lag1	0.0174188156399803	0.00528121364824819	0.00513750377757631
rf_008_005	0.0165967981752544	0.00374242617380263	0.00211544273194319
rf_018_006	0.0162385371966706	0.00505479138474188	0.00362647325475975
mpasivos_margen_rank	0.0161209312685509	0.00791973674092389	0.00876397703233605
rf_007_002	0.0154245180848086	0.00213595079664909	0.00120882441825325
rf_016_007	0.0128546853097348	0.00359678743484724	0.0024176488365065
rf_003_005	0.0105957393784964	0.0206564970190405	0.014505893019039
cproductos_tend6	0.010000768560589	0.0203803914790066	0.0142036869144757
mpayroll_rank	0.00979676925242121	0.0127066685264526	0.0123904502870958
mcomisiones_mantenimiento_rank_tend6	0.00972093689205313	0.0141299831677508	0.0123904502870958
cproductos	0.00833392357773445	0.014757267903276	0.0111816258688426
mcuentas_saldo_rank_tend6	0.00782069291156184	0.0108133945816902	0.0126926563916591
foto_mes	0.00777018926214528	0.00891076238394598	0.0126926563916591
mpayroll_sobre_edad_rank	0.00753619813234035	0.00943636695712103	0.0099728014505893
mprestamos_personales_rank_lag1	0.00721041177305839	0.0059749998201762	0.0102750075551526
mcuentas_saldo_rank_delta1	0.00660671794841544	0.0149083347255774	0.013599274705349
mpasivos_margen_rank_lag1	0.00592902164862838	0.00725272021500549	0.0102750075551526
mcuenta_corriente_rank	0.00572127040096867	0.00385608964583462	0.00664853430039287
cproductos_delta1	0.0057039991421539	0.0168932335307539	0.0126926563916591
ctarjeta_visa_transacciones	0.00563223889541134	0.00393205315102092	0.00302206104563312
ctrx_quarter_lag1	0.00551512032291763	0.00269974475402069	0.00211544273194319
ccomisiones_mantenimiento_delta1	0.00545930992620076	0.0113174351297694	0.00785735871864612
mrentabilidad_annual_rank_delta1	0.00537004539421687	0.0127418769140575	0.0102750075551526
rf_006_004	0.0051067594511321	0.00213958434970857	0.00120882441825325
mactivos_margen_rank_lag1	0.0047561460596824	0.00626153143286644	0.00695074040495618
cprestamos_personales	0.00474822754564243	0.00477580866391807	0.00755515261408281
rf_017_014	0.0046566535755936	0.00698075247621079	0.00453309156844968
vm_mpagominimo_rank_lag1	0.00446067096831562	0.00568692580128929	0.00604412209126624
mrentabilidad_annual_rank_lag1	0.00432427871102091	0.00577691927053382	0.00755515261408281
kmes	0.00426030404069752	0.00409713510655172	0.00604412209126624
kmes_lag1	0.00403576334428275	0.00852984737668221	0.00755515261408281
mcomisiones_rank_lag1	0.00376141402253582	0.008471117294578	0.00695074040495618
mrentabilidad_annual_rank	0.00374865301607212	0.00569325856519295	0.00725294650951949
internet_tend6	0.00372378294511135	0.00680014264291154	0.00846177092777274
mcomisiones_mantenimiento_rank_delta1	0.00362049727204921	0.00915220827704107	0.00664853430039287
mcuenta_corriente_rank_tend6	0.00346620634443879	0.00362121380990422	0.00634632819582956
Visa_fechaalta	0.00342476900263558	0.0040191694394755	0.00755515261408281
vm_mpagominimo_rank	0.00338726516129663	0.00273238740824074	0.00302206104563312
mcomisiones_rank_tend6	0.00325153776107243	0.0064787140900215	0.00543970988213962
ccallcenter_transacciones_tend6	0.00318579278570239	0.0110075597925256	0.00815956482320943
cprestamos_personales_tend6	0.00316618429167188	0.00177735618675069	0.00392867935932306
mcuentas_saldo_rank_lag1	0.00316412442575029	0.00376845427837154	0.00513750377757631
rf_012_011	0.00316373220691273	0.00357902010192784	0.00725294650951949
kmes_tend6	0.00307514357114216	0.00328203275492359	0.00423088546388637
Master_fechaalta	0.00306518068843877	0.00296693696593722	0.00543970988213962
vmr_mpagominimo_lag1	0.00301518464029744	0.00440612059406665	0.00423088546388637
mprestamos_personales_rank_tend6	0.00295380893858662	0.00774765463419279	0.00876397703233605
rf_009_002	0.0028774042671172	0.00379814559765756	0.0024176488365065
mcaja_ahorro_rank_tend6	0.00284967407036603	0.00334175650255836	0.00423088546388637
cdescubierto_preacordado	0.00284197626553011	0.00822495519792001	0.00634632819582956
Master_fechaalta_lag1	0.0028301959231371	0.00322345098110753	0.00574191598670293
mttarjeta_visa_debitos_automaticos_rank_tend6	0.00281513893093908	0.00820668361682092	0.00604412209126624
rf_014_002	0.00274515802245069	0.00376486521779851	0.0024176488365065
rf_014_012	0.00271113183169827	0.00196250425366709	0.00151103052281656
rf_013_006	0.00265761827854551	0.00831374737003059	0.00543970988213962
mactivos_margen_rank_tend6	0.00265178472411438	0.00634154375431902	0.00604412209126624
ctarjeta_visa_transacciones_tend6	0.00265005931649194	0.00433497710824495	0.00513750377757631
Visa_mpagominimo_rank_lag1	0.00264168594037822	0.00484767886035166	0.00513750377757631
Visa_msaldototal_rank_tend6	0.00258723191984509	0.00663778955988255	0.00604412209126624
vm_msaldototal_rank	0.00255448184620244	0.00223126853343792	0.00181323662737987
ctrx_quarter_tend6	0.00249759774121124	0.00710322546055841	0.00604412209126624
mactivos_margen_rank	0.00246382932397475	0.00342187263981263	0.004835297673013
rf_011_001	0.0024599966921615	0.00775938581978482	0.00604412209126624
cliente_edad	0.00245967335532215	0.00813623717995349	0.00574191598670293
cpayroll_trx_lag1	0.00235528101685879	0.0024600637295545	0.00271985494106981
mrentabilidad_annual_rank_tend6	0.0022912812268533	0.00669214454748657	0.00543970988213962
cliente_edad_lag1	0.00224552197832505	0.00769518316184817	0.00664853430039287
vm_mconsumototal_rank_tend6	0.00216729262060001	0.00563697556984308	0.00543970988213962
vmr_msaldototal_tend6	0.00207331229938365	0.00147937517421589	0.00362647325475975
rf_001_001	0.00205998243046762	0.00242217096193423	0.00151103052281656
mcuenta_corriente_rank_lag1	0.00205387504637329	0.00439062237795581	0.00392867935932306
rf_005_001	0.00204584526574561	0.00406865991522847	0.00271985494106981
vm_fechaalta	0.00203080058643764	0.00235166520175155	0.004835297673013
rf_002_007	0.00199658925175719	0.00270635930367182	0.00181323662737987
Visa_mconsumototal_rank_tend6	0.00197410985707436	0.00418042504117224	0.00453309156844968
mtransferencias_recibidas_rank	0.00196607681409403	0.00228824857774206	0.00453309156844968
rf_019_007	0.00186262538059088	0.000532352600285508	0.000302206104563312
rf_015_004	0.00185174604540844	0.00610663825673099	0.00453309156844968
mv_status07_rank_tend6	0.00184117766052324	0.00497489770991982	0.00362647325475975
mtarjeta_visa_consumo_rank_tend6	0.00182173950635838	0.00323289821906217	0.00392867935932306
vmr_msaldototal_lag1	0.00180971371633692	0.000910078979354226	0.00211544273194319
Visa_cconsumos_tend6	0.00180150055509796	0.00514380601928468	0.004835297673013
vm_fechaalta_lag1	0.00180044326689868	0.00257039026510329	0.00362647325475975
mcomisiones_mantenimiento_rank	0.00178934736435699	0.00308537596484738	0.00271985494106981
thomebanking_tend6	0.00172586652237516	0.00576119859199078	0.004835297673013
rf_003_012	0.0017185656847679	0.00205943855079666	0.00362647325475975
rf_001_008	0.00168792731509379	0.00266243038872418	0.00362647325475975
rf_011_005	0.0016868908920875	0.00280238892024373	0.00211544273194319
vm_msaldototal_rank_tend6	0.00166227105613856	0.0045777429451045	0.00423088546388637
Master_Fvencimiento	0.00164977468582902	0.00255904468106043	0.00332426715019643
thomebanking	0.00164024078300193	0.0037897216868911	0.00271985494106981
