fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	max_bin	num_iterations	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	pos_bagging_fraction	neg_bagging_fraction	feature_fraction	bagging_fraction	bagging_freq	min_sum_hessian_in_leaf	max_delta_step	estimulos	qsemillas	ganancia	metrica	iteracion_bayesiana
20241005.202236	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.090360821445368	7010	28268	342.24701063479	234.846284825795	3.24006052940517	0.49429507118406	0.688665334703062	0.854864899508847	0.573882113884315	8	1.54633977430376	9.03478175759978	201	1	-503648.379052369	-503648.379052369	11
20241005.202246	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0527725955038797	4427	49253	676.654688091385	616.627644106005	13.4764461825622	0.72676749769203	0.798776389775159	0.868880927094438	0.474598897967423	10	3.84680873766812	3.97069287314892	201	1	-503648.379052369	-503648.379052369	12
20241005.202254	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0752497487752577	1372	19190	574.645377609742	815.092134171593	7.00470394330815	0.291276646698504	0.274917583577732	0.601103633015062	0.261721796477406	3	4.88886837134711	6.62090281074582	201	1	-503648.379052369	-503648.379052369	13
20241005.202303	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0832634152684571	8028	22912	223.907191092516	334.720347329801	12.3296027266858	0.547768422922116	0.601602896886524	0.6706224728584	0.284917705898182	9	5.17702049734543	2.20292641896276	201	1	-503648.379052369	-503648.379052369	14
20241005.202311	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.144145984022148	7849	16036	888.351584353993	689.53599926101	5.75452575415727	0.949664212648095	0.485395819524291	0.646461757212172	0.829815785015448	8	3.68733464091968	7.48667211699804	201	1	-503648.379052369	-503648.379052369	15
20241005.202323	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	55	FALSE	1	0.1	50	0.5	FALSE	662287	0.109503117812366	40	7349	478.077637068048	363.742797777514	14.1593190639315	0.225947286004334	0.745781330345516	0.637925611059376	0.976197318377449	5	3.51425935550194	0.097765304548619	2751	1	10135129.6758105	10135129.6758105	16
20241005.202335	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0376150316271062	2860	27452	114.944420389307	900.617816292803	2.08618228934556	0.438312427501155	0.224381850630807	0.568242238220669	0.55578994483053	7	2.28884360939324	0.582466421183005	201	1	-503648.379052369	-503648.379052369	17
20241005.202343	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.129251206347079	6845	17804	976.134809669793	23.6519301989164	18.5721099980065	0.746833010886267	0.191046791885756	0.731764686496135	0.751882139081392	6	2.64276165028976	0.231009450233354	201	1	-503648.379052369	-503648.379052369	18
20241005.202351	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.127445394496583	2431	30349	858.779484005076	565.014685361072	7.95812789518705	0.772477516349337	0.463925264875224	0.800284423624829	0.294364888530648	10	9.50192627444556	8.27267675404111	201	1	-503648.379052369	-503648.379052369	19
20241005.202406	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.145835321857884	5837	38386	947.455266399014	70.335730413903	0.781952700781853	0.623843358167795	0.858746671133979	0.514606171117363	0.540138162864759	2	4.51074711682132	6.94471945146209	201	1	-503648.379052369	-503648.379052369	20
20241005.202424	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	54	FALSE	1	0.1	50	0.5	FALSE	662287	0.0634023840813189	3269	3436	663.014337462763	941.410714171421	8.14804233050594	0.617740164453941	0.716581627963625	0.461753465392508	0.850490619255653	1	7.34682662440856	4.59124414039317	2894	1	10337850.3740648	10337850.3740648	21
20241005.202438	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0782753557470334	309	32781	549.829615875717	54.9400008364511	14.3349646178136	0.946267758078497	0.456429677503378	0.450596904962647	0.880414491010521	6	3.41176718357769	5.38192871313677	201	1	-503648.379052369	-503648.379052369	22
20241005.202448	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	22	FALSE	1	0.1	50	0.5	FALSE	662287	0.115629867091429	790	11617	423.172075714057	8.58990671155863	17.1135116075691	0.361035366688419	0.817668563704236	0.84597823085989	0.153214495819671	9	6.14918514893456	7.17966881945701	2798	1	10098867.8304239	10098867.8304239	23
20241005.202500	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.101169553693795	1586	38496	84.9934352984777	171.470079565485	8.72178269646382	0.4134393086082	0.371853344449441	0.267622330997046	0.357193223021646	2	4.63877775958444	9.63472278510705	201	1	-503648.379052369	-503648.379052369	24
20241005.202512	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.105170405590428	5098	42962	750.507529600378	412.300969318381	4.47087089735719	0.185326345963358	0.25119139517096	0.326535046862703	0.872003861279378	10	5.50945184314548	2.08958507533826	201	1	-503648.379052369	-503648.379052369	25
20241005.202520	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.022076940350701	4834	14434	905.272152611881	482.008986107804	19.4365053317888	0.70172310302973	0.169799587000485	0.991167241297595	0.594452044680291	3	7.6129228626708	5.71420491339406	201	1	-503648.379052369	-503648.379052369	26
20241005.202534	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	299	FALSE	1	0.1	50	0.5	FALSE	662287	0.118212336668085	2555	24245	5.45251889846737	605.06602662042	2.83817019402071	0.673893600242146	0.937210834748884	0.678129896415241	0.173390592120627	6	6.44950638421247	1.77910441547414	2634	1	11488324.1895262	11488324.1895262	27
20241005.202542	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0581769539685469	486	41800	447.373043485079	694.057675553597	19.0000320000482	0.518193460158164	0.974696021515465	0.583529093748078	0.808750918754958	3	2.41418708810658	9.88543940609944	201	1	-503648.379052369	-503648.379052369	28
20241005.202555	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0372292932958093	6714	16893	70.056909537796	797.227148399728	17.4200313797787	0.841210121374097	0.422968909934377	0.216319105815838	0.403317898704359	7	2.88517834527386	3.29059420153976	201	1	-503648.379052369	-503648.379052369	29
20241005.202609	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0266857078090839	4584	36004	529.89135283353	394.925198740393	0.0463903996312497	0.582330017158894	0.954289271427698	0.246991441349872	0.634677929676015	2	4.32955850403122	2.63962012406748	201	1	-503648.379052369	-503648.379052369	30
20241005.202623	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0417748238493603	923	34422	271.735272796102	139.37829327764	12.909081387802	0.143856599041534	0.389028916312904	0.505443251629406	0.243218847512192	9	0.676637381989141	7.72564129720575	201	1	-503648.379052369	-503648.379052369	31
20241005.202636	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.131449424775546	5435	48691	493.360987561358	646.653483801804	15.2679564398096	0.383075305929401	0.885122292017254	0.480855064707165	0.495139904647695	6	2.09080573844864	0.969029893261467	201	1	-503648.379052369	-503648.379052369	32
20241005.202649	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0958100099438993	5264	31816	843.382779985877	838.233382019256	9.35676307544054	0.987277365247504	0.14867465821921	0.41023355771629	0.417594798839711	3	1.41147735437548	6.41366348436292	201	1	-503648.379052369	-503648.379052369	33
20241005.202703	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	54	FALSE	1	0.1	50	0.5	FALSE	662287	0.133838346137404	1460	2836	136.250866949461	431.299277079292	9.76399293665196	0.24021604904411	0.113832180066826	0.436189827682187	0.711594344459297	5	8.43163537822667	3.52812972372116	2877	1	10938576.0598504	10938576.0598504	34
20241005.202711	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0344901278024648	1256	31012	726.886969764576	671.539847349018	5.171246127495	0.637221818794278	0.570774079327294	0.923455563202354	0.998064910424202	1	0.177382502044735	3.76113286739078	201	1	-503648.379052369	-503648.379052369	35
20241005.202724	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0515146484255201	2354	21114	607.449638815361	374.945712604989	0.581568644714499	0.127769518041191	0.626591262267057	0.364640167795892	0.106065304132744	7	8.9475761264732	1.23190675698392	201	1	-503648.379052369	-503648.379052369	36
20241005.202732	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	6	FALSE	1	0.1	50	0.5	FALSE	662287	0.0879557290044128	7548	160	932.21749301996	552.409222731269	11.4595106419877	0.220283632249911	0.614102605830295	0.755692055846337	0.506664448929873	6	1.07633314449886	2.82757588627757	2586	1	9886488.77805486	9886488.77805486	37
20241005.202739	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.136903994656408	7407	48051	28.1190152945851	445.373312112543	4.62930939165038	0.975931643736176	0.66027809555019	0.891216870469872	0.925060790098225	1	8.64806193310981	6.01741964621833	201	1	-503648.379052369	-503648.379052369	38
20241005.202746	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.120866904765208	3137	44674	618.816457143948	960.518427280129	3.506530832726	0.27971150986474	0.154837273528369	0.962536895463167	0.789595861612375	9	4.08997627390326	6.86909103285239	201	1	-503648.379052369	-503648.379052369	39
20241005.202800	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	32	FALSE	1	0.1	50	0.5	FALSE	662287	0.0717016856078875	5767	11313	699.569069432516	231.254385798889	18.124703247032	0.825646626155868	0.841426525630654	0.286615543855648	0.149925347471738	1	7.26564805952568	8.7525084791487	2484	1	10341216.957606	10341216.957606	40
20241005.202815	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	205	FALSE	1	0.1	50	0.5	FALSE	662287	0.0282738630912415	7097	6389	373.895685341606	867.157687873166	13.10448855725	0.850702520249888	0.989390096503342	0.892506190201997	0.194890420801664	6	9.14006324838186	4.10477902533061	2843	1	10865812.967581	10865812.967581	41
20241005.202823	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0312580961935883	6597	21957	586.551867943056	101.381443981586	2.64158772354539	0.787733705530444	0.217259282771339	0.969808345061687	0.608892861072158	7	9.63078206287079	0.803068038505931	201	1	-503648.379052369	-503648.379052369	42
20241005.202830	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0686343496690841	6027	23164	289.30848187675	464.7926805903	11.8125532213982	0.200062631456027	0.774097306445368	0.781604351387326	0.961010811144293	9	9.85203428811646	7.5575303842074	201	1	-503648.379052369	-503648.379052369	43
20241005.202840	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	68	FALSE	1	0.1	50	0.5	FALSE	662287	0.124046447025417	1100	9662	48.3745029968139	280.636303460343	17.9743018821153	0.926931143524695	0.876430549129471	0.629549847459112	0.363218011260955	3	0.200492378022153	4.2518121045638	2244	1	11549596.0099751	11549596.0099751	44
20241005.202848	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0664442500624349	2783	45862	877.118565673883	916.911116871824	16.2803238033352	0.477849441560413	0.300753686288067	0.908068305060853	0.124860045621826	4	5.20844372766006	0.466185497452533	201	1	-503648.379052369	-503648.379052369	45
20241005.202901	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	18	FALSE	1	0.1	50	0.5	FALSE	662287	0.14019206969823	8172	4714	212.029708570632	253.575006774614	11.031939456819	0.153624342631803	0.354420123560963	0.202319647842308	0.218933356214741	5	3.08823482461358	8.6245919045114	2550	1	9907406.48379052	9907406.48379052	46
20241005.202908	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.138809332884811	6182	43690	813.159632672899	125.823513438326	15.9318354956821	0.86689746524728	0.267957384280462	0.949995726031546	0.89879692679561	4	2.76107674179727	9.04971844866726	201	1	-503648.379052369	-503648.379052369	47
20241005.202921	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.14812241492373	400	46300	732.396139498369	753.963145142682	10.7459605950339	0.897291497187711	0.673855020491872	0.309646068865916	0.430513518708105	1	9.40819116434206	8.20958441882244	201	1	-503648.379052369	-503648.379052369	48
20241005.202929	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.0244941372255051	3814	9503	505.562774949488	962.623816916608	10.1393874577373	0.593355593337973	0.11849168040658	0.739650472794711	0.330281838743913	10	1.75741267801663	9.59450405509317	201	1	-503648.379052369	-503648.379052369	49
20241005.202942	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.099841473578598	2032	25707	997.461889347768	199.930036359831	1.75657393705916	0.116288365616548	0.906938595155719	0.421111358134168	0.650854373837628	8	1.21515833693535	9.39260747673439	201	1	-503648.379052369	-503648.379052369	50
20241005.202958	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	96	FALSE	1	0.1	50	0.5	FALSE	662287	0.104941056066947	7645	1247	253.771778388001	851.918871431533	1.37778302207814	0.890197179087566	0.921998860911071	0.232387966182245	0.458314162924053	10	5.83963681622011	1.5117355206432	2938	1	11010538.6533666	11010538.6533666	51
20241005.203012	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	1	FALSE	1	0.1	50	0.5	FALSE	662287	0.045043355574952	3536	37396	190.580178738716	84.7235298880291	19.9832022456878	0.33799437314893	0.395788828069756	0.383213231290056	0.813503694565895	1	6.28349603069719	2.46864766451536	201	1	-503648.379052369	-503648.379052369	52
20241005.203031	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	63	FALSE	1	0.1	50	0.5	FALSE	662287	0.127277747780673	3012	1644	121.294268275835	680.384046791324	7.82836591860571	0.692331763488746	0.862011273268527	0.528942973379346	0.379121029397995	6	6.81452976405395	1.64626888001595	2853	1	11373867.8304239	11373867.8304239	53
20241005.203048	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	28	FALSE	1	0.1	50	0.5	FALSE	662287	0.0747106893679523	1867	930	205.022792887755	434.152046662615	13.0853977025304	0.578000857407441	0.696851525946198	0.469787155212945	0.722168016950526	7	6.88607807896606	5.26889555777804	2649	1	10823872.8179551	10823872.8179551	54
20241005.203102	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	157	FALSE	1	0.1	50	0.5	FALSE	662287	0.113611397472536	3160	12508	71.8704783830675	670.708096202923	2.314187893383	0.774991163716376	0.960434866428261	0.68549696416962	0.106732611888115	8	5.35351197228036	3.65104328316606	2225	1	11504850.3740648	11504850.3740648	55
20241005.203114	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	52	FALSE	1	0.1	50	0.5	FALSE	662287	0.10077046872932	3049	7033	180.903531232141	239.504282472989	16.2890597095527	0.829653783066587	0.88276676744371	0.697972900602836	0.341051851536734	3	7.94588049806122	3.65835398806177	2487	1	11226381.5461347	11226381.5461347	56
20241005.203126	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	68	FALSE	1	0.1	50	0.5	FALSE	662287	0.10398002126524	2458	7693	176.673116251174	787.830649580843	7.99019241303254	0.633858535483273	0.78472085811749	0.610186785294653	0.337554171051992	6	7.28334646145089	2.86200758849643	2211	1	11066850.3740648	11066850.3740648	57
20241005.203144	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	21	FALSE	1	0.1	50	0.5	FALSE	662287	0.075712589410063	4745	187	577.578269018441	605.687891967117	15.9283768489531	0.79388005272436	0.877295698598753	0.499520744036736	0.209596776148131	7	7.0342427206412	3.98894963891892	2872	1	10733625.9351621	10733625.9351621	58
20241005.203155	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	29	FALSE	1	0.1	50	0.5	FALSE	662287	0.14747596626815	1457	1188	116.878907743369	186.006607929549	10.8791192850588	0.39830050139642	0.602813279240044	0.614889277070103	0.462267609011241	6	4.30081539390466	3.63203191825164	2320	1	10897256.8578554	10897256.8578554	59
20241005.203212	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	46	FALSE	1	0.1	50	0.5	FALSE	662287	0.132918861520287	1537	11024	55.4983761924052	159.385332340975	12.0701006886325	0.752061842503123	0.941418910715752	0.369564179971142	0.137982280837261	5	5.59482121000892	4.41821210248107	3198	1	11142359.1022444	11142359.1022444	60
20241005.203231	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	91	FALSE	1	0.1	50	0.5	FALSE	662287	0.12115150726275	4176	8353	125.820086770415	846.884673957292	6.75525070785115	0.683535991536729	0.864984992442613	0.359189237693806	0.517963474362073	9	7.963531489118	1.3640948105002	2569	1	11326316.7082294	11326316.7082294	61
20241005.203248	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	29	FALSE	1	0.1	50	0.5	FALSE	662287	0.123034635094846	4073	708	329.238630201992	645.076905030891	6.56242149292921	0.449007883406126	0.643560359012856	0.416770273318413	0.517438925701077	5	7.74205235129785	2.58783104266033	2236	1	10801526.1845387	10801526.1845387	62
20241005.203301	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	100	FALSE	1	0.1	50	0.5	FALSE	662287	0.12067865267813	605	12020	2.53005910399412	529.79574683308	12.6098485792274	0.703998500296009	0.917568805013844	0.680556010232212	0.27709914539134	6	4.32954166014463	1.40715274913387	2260	1	11458802.9925187	11458802.9925187	63
20241005.203313	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	21	FALSE	1	0.1	50	0.5	FALSE	662287	0.115486722923587	1722	3205	402.526362572671	132.723961680169	18.7057475839136	0.631444386791674	0.819847193271671	0.586285879750893	0.24147160894463	3	1.5949053600015	3.75394213735049	2693	1	10775064.8379052	10775064.8379052	64
20241005.203337	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	210	FALSE	1	0.1	50	0.5	FALSE	662287	0.0674677846440815	3729	9644	67.3972061266592	733.085923723177	6.35283086594272	0.87437700383401	0.936131218340024	0.531636957615471	0.364567003085626	5	7.45572494872	1.88276740862591	2376	1	11510304.2394015	11510304.2394015	65
20241005.203349	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	33	FALSE	1	0.1	50	0.5	FALSE	662287	0.131572347258083	649	7228	209.142822704888	219.837817477805	10.4463295539476	0.77473980207223	0.800678941979864	0.774875149977946	0.40850339934382	5	7.47643362879296	3.95570479729264	2180	1	11000349.127182	11000349.127182	66
20241005.203408	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	33	FALSE	1	0.1	50	0.5	FALSE	662287	0.0718862145259376	3198	2853	407.234985456716	741.734341664621	10.471448807458	0.574428245614179	0.705852519231084	0.502253334108032	0.790253483820978	10	7.4557564368513	2.53765054718332	3018	1	10590389.0274314	10590389.0274314	67
20241005.203428	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	114	FALSE	1	0.1	50	0.5	FALSE	662287	0.0699485229299218	6280	2175	298.013855883307	867.337732762482	3.89137545195519	0.730123459763859	0.910751203709613	0.432483222606734	0.173543351924097	6	7.29146403821346	5.59968885248885	2311	1	10941912.7182045	10941912.7182045	68
20241005.203446	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	92	FALSE	1	0.1	50	0.5	FALSE	662287	0.124986298704827	3405	8260	28.8902504422791	501.794930365999	10.9183779921683	0.648504631577875	0.876141007395212	0.559537061896766	0.294192976504828	5	1.59714818061756	3.69498126690956	2065	1	11710436.4089776	11710436.4089776	69
20241005.203506	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	92	FALSE	1	0.1	50	0.5	FALSE	662287	0.127951450395037	2673	11166	6.86053651763367	570.397102018192	15.0596213870572	0.842864670503986	0.875436100108021	0.361423001365214	0.507573013862812	6	5.49033742399165	3.33853607126334	3024	1	11508149.6259352	11508149.6259352	70
20241005.203518	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	42	FALSE	1	0.1	50	0.5	FALSE	662287	0.122087063076849	1982	9754	34.5532176993772	314.538784724004	14.8026101560961	0.693044245607519	0.869274413410974	0.604612518557671	0.351992543426137	5	4.19684800146464	3.7788088376961	2586	1	11106538.6533666	11106538.6533666	71
20241005.203534	627	60460	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	31	15	FALSE	1	0.1	50	0.5	FALSE	662287	0.130537454049813	3234	181	248.075407923794	144.209367123036	15.4854142119576	0.360827379921107	0.512777685595147	0.233708250132163	0.4129742293713	3	7.59872099255514	7.83856727569848	2734	1	10807077.3067332	10807077.3067332	72
