fecha	rank	iteracion_bayesiana	qsemillas	semilla	corte	ganancia	metrica
20241012.152152	1	14	1	517861	2200	4.529	4.529
20241012.152158	1	14	1	201167	1600	4.259	4.259
20241012.152205	1	14	1	201167	1700	4.399	4.399
20241012.152211	1	14	1	201167	1800	4.429	4.429
20241012.152217	1	14	1	201167	1900	4.499	4.499
20241012.152223	1	14	1	201167	2000	4.089	4.089
20241012.152229	1	14	1	201167	2100	4.949	4.949
20241012.152236	1	14	1	201167	2200	4.669	4.669
20241012.152242	1	14	1	914951	1600	6.369	6.369
20241012.152248	1	14	1	914951	1700	6.889	6.889
20241012.152254	1	14	1	914951	1800	6.609	6.609
20241012.152301	1	14	1	914951	1900	6.739	6.739
20241012.152307	1	14	1	914951	2000	6.729	6.729
20241012.152313	1	14	1	914951	2100	6.419	6.419
20241012.152319	1	14	1	914951	2200	6.149	6.149
20241012.152326	1	14	1	558209	1600	4.999	4.999
20241012.152332	1	14	1	558209	1700	6.249	6.249
20241012.152338	1	14	1	558209	1800	5.949	5.949
20241012.152344	1	14	1	558209	1900	5.679	5.679
20241012.152351	1	14	1	558209	2000	5.379	5.379
20241012.152357	1	14	1	558209	2100	5.539	5.539
20241012.152403	1	14	1	558209	2200	5.319	5.319
20241012.152409	1	14	1	610523	1600	3.709	3.709
20241012.152416	1	14	1	610523	1700	4.229	4.229
20241012.152422	1	14	1	610523	1800	4.269	4.269
20241012.152428	1	14	1	610523	1900	4.019	4.019
20241012.152434	1	14	1	610523	2000	4.539	4.539
20241012.152440	1	14	1	610523	2100	4.229	4.229
20241012.152447	1	14	1	610523	2200	4.339	4.339
20241012.152453	1	14	1	268937	1600	4.449	4.449
20241012.152500	1	14	1	268937	1700	4.179	4.179
20241012.152506	1	14	1	268937	1800	4.339	4.339
20241012.152512	1	14	1	268937	1900	4.069	4.069
20241012.152518	1	14	1	268937	2000	3.719	3.719
20241012.152524	1	14	1	268937	2100	3.879	3.879
20241012.152531	1	14	1	268937	2200	3.999	3.999
20241012.152537	1	14	1	959207	1600	5.169	5.169
20241012.152543	1	14	1	959207	1700	5.299	5.299
20241012.152549	1	14	1	959207	1800	5.029	5.029
20241012.152556	1	14	1	959207	1900	4.709	4.709
20241012.152602	1	14	1	959207	2000	4.489	4.489
20241012.152608	1	14	1	959207	2100	4.139	4.139
20241012.152614	1	14	1	959207	2200	4.269	4.269
20241012.152621	1	14	1	774233	1600	6.459	6.459
20241012.152628	1	14	1	774233	1700	6.549	6.549
20241012.152634	1	14	1	774233	1800	6.689	6.689
20241012.152640	1	14	1	774233	1900	6.339	6.339
20241012.152646	1	14	1	774233	2000	6.409	6.409
20241012.152652	1	14	1	774233	2100	6.099	6.099
20241012.152658	1	14	1	774233	2200	5.759	5.759
20241012.152705	1	14	1	328243	1600	4.849	4.849
20241012.152711	1	14	1	328243	1700	4.989	4.989
20241012.152717	1	14	1	328243	1800	5.019	5.019
20241012.152723	1	14	1	328243	1900	4.729	4.729
20241012.152729	1	14	1	328243	2000	4.779	4.779
20241012.152736	1	14	1	328243	2100	4.569	4.569
20241012.152742	1	14	1	328243	2200	4.659	4.659
20241012.152748	1	14	1	494587	1600	5.779	5.779
20241012.152755	1	14	1	494587	1700	5.499	5.499
20241012.152828	1	14	1	494587	1800	5.619	5.619
20241012.152835	1	14	1	494587	1900	5.279	5.279
20241012.152909	1	14	1	494587	2000	6.199	6.199
20241012.152916	1	14	1	494587	2100	5.989	5.989
20241012.152922	1	14	1	494587	2200	5.739	5.739
20241012.152928	1	14	1	772073	1600	4.779	4.779
20241012.152934	1	14	1	772073	1700	4.539	4.539
20241012.152940	1	14	1	772073	1800	4.149	4.149
20241012.152947	1	14	1	772073	1900	4.239	4.239
20241012.152953	1	14	1	772073	2000	4.359	4.359
20241012.152959	1	14	1	772073	2100	4.079	4.079
20241012.153005	1	14	1	772073	2200	4.189	4.189
20241012.153012	1	14	1	481021	1600	3.549	3.549
20241012.153018	1	14	1	481021	1700	3.249	3.249
20241012.153025	1	14	1	481021	1800	3.659	3.659
20241012.153031	1	14	1	481021	1900	3.809	3.809
20241012.153037	1	14	1	481021	2000	3.559	3.559
20241012.153043	1	14	1	481021	2100	4.029	4.029
20241012.153049	1	14	1	481021	2200	4.499	4.499
20241012.153055	1	14	1	697087	1600	4.329	4.329
20241012.153102	1	14	1	697087	1700	3.979	3.979
20241012.153108	1	14	1	697087	1800	4.119	4.119
20241012.153114	1	14	1	697087	1900	4.189	4.189
20241012.153120	1	14	1	697087	2000	4.659	4.659
20241012.153127	1	14	1	697087	2100	4.439	4.439
20241012.153153	1	14	1	697087	2200	4.129	4.129
20241012.153205	1	14	1	422881	1600	5.499	5.499
20241012.153211	1	14	1	422881	1700	5.219	5.219
20241012.153218	1	14	1	422881	1800	5.299	5.299
20241012.153224	1	14	1	422881	1900	5.399	5.399
20241012.153230	1	14	1	422881	2000	5.089	5.089
20241012.153237	1	14	1	422881	2100	5.229	5.229
20241012.153243	1	14	1	422881	2200	5.349	5.349
20241012.153249	1	14	1	340477	1600	5.149	5.149
20241012.153255	1	14	1	340477	1700	4.859	4.859
20241012.153302	1	14	1	340477	1800	4.569	4.569
20241012.153308	1	14	1	340477	1900	4.279	4.279
20241012.153314	1	14	1	340477	2000	3.969	3.969
20241012.153320	1	14	1	340477	2100	4.059	4.059
20241012.153326	1	14	1	340477	2200	4.959	4.959
20241012.153332	1	14	1	397183	1600	4.389	4.389
20241012.153339	1	14	1	397183	1700	4.459	4.459
20241012.153345	1	14	1	397183	1800	5.059	5.059
20241012.153351	1	14	1	397183	1900	5.219	5.219
20241012.153357	1	14	1	397183	2000	5.369	5.369
20241012.153403	1	14	1	397183	2100	5.089	5.089
20241012.153410	1	14	1	397183	2200	5.279	5.279
20241012.153416	1	14	1	541339	1600	4.939	4.939
20241012.153422	1	14	1	541339	1700	5.059	5.059
20241012.153428	1	14	1	541339	1800	5.149	5.149
20241012.153435	1	14	1	541339	1900	5.219	5.219
20241012.153441	1	14	1	541339	2000	4.979	4.979
20241012.153447	1	14	1	541339	2100	4.699	4.699
20241012.153453	1	14	1	541339	2200	4.409	4.409
20241012.153500	1	14	1	374009	1600	3.189	3.189
20241012.153507	1	14	1	374009	1700	3.689	3.689
20241012.153513	1	14	1	374009	1800	3.779	3.779
20241012.153520	1	14	1	374009	1900	3.899	3.899
20241012.153526	1	14	1	374009	2000	3.629	3.629
20241012.153532	1	14	1	374009	2100	4.129	4.129
20241012.153538	1	14	1	374009	2200	3.929	3.929
20241012.153545	1	14	1	115319	1600	3.929	3.929
20241012.153550	1	14	1	115319	1700	3.669	3.669
20241012.153557	1	14	1	115319	1800	3.779	3.779
20241012.153603	1	14	1	115319	1900	3.859	3.859
20241012.153609	1	14	1	115319	2000	3.899	3.899
20241012.153616	1	14	1	115319	2100	4.099	4.099
20241012.153622	1	14	1	115319	2200	3.879	3.879
20241012.153628	1	14	1	925447	1600	4.199	4.199
20241012.153635	1	14	1	925447	1700	5.019	5.019
20241012.153641	1	14	1	925447	1800	4.739	4.739
20241012.153647	1	14	1	925447	1900	4.469	4.469
20241012.153654	1	14	1	925447	2000	4.499	4.499
20241012.153700	1	14	1	925447	2100	4.239	4.239
20241012.153706	1	14	1	925447	2200	4.699	4.699
20241012.153712	1	14	1	683201	1600	5.229	5.229
20241012.153719	1	14	1	683201	1700	4.959	4.959
20241012.153725	1	14	1	683201	1800	5.069	5.069
20241012.153732	1	14	1	683201	1900	4.839	4.839
20241012.153738	1	14	1	683201	2000	4.489	4.489
20241012.153744	1	14	1	683201	2100	4.199	4.199
20241012.153750	1	14	1	683201	2200	3.939	3.939
20241012.153756	1	14	1	912511	1600	4.539	4.539
20241012.153802	1	14	1	912511	1700	4.209	4.209
20241012.153809	1	14	1	912511	1800	4.009	4.009
20241012.153815	1	14	1	912511	1900	4.029	4.029
20241012.153822	1	14	1	912511	2000	3.709	3.709
20241012.153828	1	14	1	912511	2100	3.779	3.779
20241012.153834	1	14	1	912511	2200	3.509	3.509
20241012.153840	1	14	1	123001	1600	4.319	4.319
20241012.153846	1	14	1	123001	1700	4.029	4.029
20241012.153853	1	14	1	123001	1800	3.779	3.779
20241012.153859	1	14	1	123001	1900	3.819	3.819
20241012.153905	1	14	1	123001	2000	3.949	3.949
20241012.153911	1	14	1	123001	2100	4.029	4.029
20241012.153917	1	14	1	123001	2200	3.819	3.819
20241012.153924	1	14	1	237467	1600	5.979	5.979
20241012.153930	1	14	1	237467	1700	5.709	5.709
20241012.153936	1	14	1	237467	1800	5.829	5.829
20241012.153943	1	14	1	237467	1900	5.599	5.599
20241012.153949	1	14	1	237467	2000	5.669	5.669
20241012.153955	1	14	1	237467	2100	5.369	5.369
20241012.154001	1	14	1	237467	2200	5.899	5.899
20241012.154008	1	14	1	155251	1600	3.709	3.709
20241012.154014	1	14	1	155251	1700	3.849	3.849
20241012.154021	1	14	1	155251	1800	4.339	4.339
20241012.154027	1	14	1	155251	1900	4.169	4.169
20241012.154033	1	14	1	155251	2000	3.879	3.879
20241012.154040	1	14	1	155251	2100	3.559	3.559
20241012.154046	1	14	1	155251	2200	3.309	3.309
20241012.154047	1	14	30	-1	1600	4.78433333333333	4.78433333333333
20241012.154049	1	14	30	-1	1700	4.835	4.835
20241012.154050	1	14	30	-1	1800	4.836	4.836
20241012.154051	1	14	30	-1	1900	4.75966666666667	4.75966666666667
20241012.154053	1	14	30	-1	2000	4.78533333333333	4.78533333333333
20241012.154054	1	14	30	-1	2100	4.72133333333333	4.72133333333333
20241012.154055	1	14	30	-1	2200	4.688	4.688
