envios	rank	gan_sum	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20
9000	1	56.114	54.517	55.567	55.797	56.337	57.137	54.617	55.977	58.207	54.957	56.347	55.987	56.147	57.347	55.547	56.357	55.707	55.667	55.737	56.497	57.837
9500	1	56.438	54.227	55.387	56.347	56.077	57.227	56.417	55.337	60.687	55.437	55.967	55.707	56.027	57.117	56.387	56.927	55.277	56.887	57.167	56.307	57.857
10000	1	56.674	53.767	55.467	56.577	57.737	56.977	57.247	55.837	60.357	54.987	55.757	55.487	56.547	58.357	56.527	55.407	53.797	57.707	58.157	57.517	59.267
10500	1	56.768	54.267	56.627	56.017	57.447	57.557	56.897	55.687	59.867	55.957	55.547	56.107	56.647	58.107	57.227	55.137	53.487	57.347	58.677	57.367	59.397
11000	1	56.868	54.087	57.107	54.917	57.487	57.837	56.947	57.757	60.217	56.297	55.267	55.897	56.427	57.747	56.937	54.777	52.907	58.177	58.457	58.257	59.867
11500	1	56.683	54.527	56.767	54.217	56.487	56.677	56.867	56.287	59.717	55.957	58.157	54.927	57.727	57.547	56.997	53.757	53.037	58.347	58.527	58.007	59.127
12000	1	56.715	54.997	56.487	55.497	56.677	57.567	56.157	57.467	58.597	55.827	57.357	55.477	57.637	56.547	57.647	53.717	54.607	57.267	57.747	57.747	59.277
12500	1	56.871	55.467	57.117	54.807	57.037	57.477	55.897	58.447	57.947	55.347	57.947	55.357	58.527	57.067	56.807	53.837	55.587	57.387	58.767	57.547	59.047
13000	1	57.179	55.917	57.637	56.327	56.427	57.337	55.847	58.897	57.407	56.657	58.057	56.087	58.507	58.627	56.757	53.487	56.907	57.897	57.747	57.147	59.917
