Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.124652125086889	0.0055783489296445	0.00436808386721025
rf_012_010	0.0585482663728237	0.00358511880299353	0.000436808386721025
rf_011_005	0.0311564596493704	0.000107450551624626	0.000145602795573675
rf_005_010	0.020180665326179	0.0025851649957373	0.0005824111822947
cpayroll_trx	0.014093803187842	0.00864498523002795	0.00203843913803145
rf_007_009	0.0116293558769352	0.00122027019029558	0.000436808386721025
mcuentas_saldo_rank	0.0110339671285834	0.0107111994846771	0.0106290040768783
mcaja_ahorro_rank_tend6	0.0102461129291818	0.00594972311735508	0.0093185789167152
rf_003_005	0.0100865039977387	0.00355034700644657	0.0011648223645894
rf_010_011	0.00936011890863537	0.00032056013374031	0.0005824111822947
rf_007_007	0.00908119438575656	0.000177625248754236	0.000145602795573675
mcuenta_corriente_rank_lag1	0.00852316544929239	0.0047945787919036	0.00538730343622598
numero_de_cliente	0.00780133043427823	0.00596904304412502	0.0128130460104834
mprestamos_personales_rank_lag1	0.00746851815515721	0.0014805497095303	0.00087361677344205
ctrx_quarter_tend6	0.00739292204061583	0.0019918254112167	0.00684333139196273
cliente_edad_lag1	0.00726411991791917	0.0104823733762533	0.0113570180547467
mrentabilidad_annual_rank_lag1	0.00721598005073539	0.0108493909102981	0.00960978450786255
mcuentas_saldo_rank_tend6	0.00693891897305093	0.00370511000255312	0.00960978450786255
mpayroll_rank	0.0067430900836813	0.00372172228942802	0.00101921956901573
mpayroll_sobre_edad_rank	0.00672878780880428	0.00688375709017392	0.00189283634245778
mcomisiones_mantenimiento_rank_tend6	0.00672448571671974	0.00375335892399123	0.00480489225393128
cproductos	0.0066337900985659	0.0127951253687149	0.00655212580081538
mactivos_margen_rank	0.00646959491992846	0.00457375345399676	0.00655212580081538
mrentabilidad_annual_rank_delta1	0.00606311315373281	0.00551063757407355	0.00800815375655213
mrentabilidad_annual_rank_tend6	0.00605579844931537	0.0081471866532327	0.0119394292370414
kmes_lag1	0.00596996314763012	0.00138637270084983	0.0040768782760629
vm_Fvencimiento	0.00563268114134725	0.00322587809932393	0.00451368666278393
Master_mfinanciacion_limite_rank_tend6	0.00557112488472947	0.00953622627758818	0.0093185789167152
Master_status_delta1	0.00555521836925857	0.000720517226809161	0.00029120559114735
cliente_antiguedad	0.00548869757304789	0.00702732307919568	0.00786255096097845
mrentabilidad_annual_rank	0.00542648906271786	0.0043810834993595	0.00786255096097845
cliente_edad	0.00539092360873823	0.00499011925199351	0.0093185789167152
