Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.232316686384683	0.0445645793652016	0.00775193798449612
rf_012_010	0.110467668257472	0.0502279197891193	0.00581395348837209
rf_011_005	0.0576401948976155	0.00150539437738908	0.00193798449612403
cpayroll_trx	0.0269273218541278	0.0412922433114341	0.0116279069767442
rf_005_010	0.0221587652406545	0.0172444380555028	0.00193798449612403
rf_007_009	0.0212469358047996	0.00134167774748735	0.00193798449612403
rf_010_011	0.0169187591888821	0.00102479765023853	0.00193798449612403
rf_007_007	0.016800426627058	0.00248854981862821	0.00193798449612403
mprestamos_personales_rank_lag1	0.0152757550102803	0.00535359084190849	0.00775193798449612
rf_003_005	0.0149595537412286	0.0278549299526705	0.00581395348837209
rf_018_006	0.0124579345332221	0.0176748359553664	0.00387596899224806
mpayroll_rank	0.0120501109032989	0.0304980693416937	0.00387596899224806
mcuentas_saldo_rank	0.0105043467617765	0.0328137754709135	0.0193798449612403
Master_status_delta1	0.0101488613918548	0.00242922393183456	0.00193798449612403
mpayroll_sobre_edad_rank	0.00990754468718519	0.0339275619513425	0.00968992248062015
mcuenta_corriente_rank_lag1	0.00879668488638673	0.00293777227872443	0.0135658914728682
rf_013_005	0.00860836240017373	0.0466732153318627	0.00581395348837209
mcomisiones_mantenimiento_rank_tend6	0.00790152447743591	0.00103135772425898	0.00387596899224806
kmes_lag1	0.00765429910252234	0.00016371662990173	0.00193798449612403
rf_017_001	0.00755567743904389	0.00240526540062942	0.00193798449612403
mcaja_ahorro_rank_tend6	0.00750974753316676	0.00188388212630824	0.00968992248062015
mactivos_margen_rank	0.00729909087872922	0.0115973552063314	0.0135658914728682
ctrx_quarter_tend6	0.00679983318187906	0.00184937043254846	0.00968992248062015
mpasivos_margen_rank	0.00667384094144763	0.00305870581718842	0.00581395348837209
ccallcenter_transacciones_tend6	0.00665194880970608	0.00545969290867407	0.0116279069767442
mpayroll_sobre_edad_rank_lag1	0.00624052030631433	0.00454441997251614	0.00581395348837209
mcuentas_saldo_rank_tend6	0.00612921530685383	0.00695453412350851	0.0155038759689922
cproductos_tend6	0.00594933528197736	0.00131287046591927	0.00387596899224806
mprestamos_personales_rank	0.00594852521072468	0.00840402526141895	0.00775193798449612
rf_014_012	0.0058623242429393	0.00399394419601729	0.00193798449612403
vm_Fvencimiento	0.00582529512653746	0.00178034704502892	0.00775193798449612
mprestamos_personales_rank_delta1	0.00582353847875487	0.0126301390336383	0.00968992248062015
mrentabilidad_annual_rank	0.00566140313735422	0.00655779225557592	0.00968992248062015
cproductos	0.00565633633842178	0.0477835791649767	0.0213178294573643
cprestamos_personales	0.0052119815214911	0.00942169239641786	0.00775193798449612
rf_009_002	0.00498754102972476	0.0133714273979495	0.00387596899224806
mcuenta_corriente_rank	0.00484868887682692	0.00882814830787169	0.0174418604651163
cliente_antiguedad	0.00479213405434324	0.00421784237454144	0.0135658914728682
mtarjeta_visa_consumo_rank	0.00473935557500508	0.0140422662716932	0.00581395348837209
mrentabilidad_annual_rank_lag1	0.00422050750673174	0.00701471567213092	0.0116279069767442
mrentabilidad_annual_rank_delta1	0.00400030475660019	0.00734043760827687	0.00775193798449612
cliente_edad	0.0039437204524856	0.00423438516989736	0.0135658914728682
chomebanking_transacciones_tend6	0.0039283786315842	0.00209323405374355	0.0135658914728682
Visa_msaldototal_rank	0.00392795492321395	0.00913361958073711	0.00775193798449612
rf_008_000	0.00388287327999022	0.000406724589268061	0.00193798449612403
cdescubierto_preacordado_tend6	0.00387108783355145	0.00949499409308118	0.00387596899224806
rf_009_007	0.00385350042721394	0.00876026580279049	0.00193798449612403
Master_mlimitecompra_rank	0.003743434063543	0.000681392036298316	0.00387596899224806
mactivos_margen_rank_lag1	0.00362409680784001	0.0077534370509558	0.00775193798449612
kmes	0.00354934652429759	0.00245118591877259	0.00968992248062015
